Name	Sets	ImageFile	Cost	Damage	Momentum	Type	Target	Traits	Wrestler Logo	Game Text
Join Dark Order	Advanced	JoinDarkOrder.png	6	0	3	Action			The Dark Order	Ongoing - You may play cards with Hidden from your Market face down by paying for them.   Enters - You may Tuck any number of cards from your Market, refill your Market. Then Market an additional card.
Judas Effect	Advanced	JudasEffect.png	16	16	16	Strike	H		Chris Jericho Wrestler	Finisher  Special - Cards with Permanent are -1M when paying for this Finisher.
Judo Throw	Advanced	JudoThrow.png	2	4	4	Grapple		Setup		Enters - Choose one: Attempt Deep Technical Knowledge or you may discard a card to play a maneuver from your discard.
Kamura	Advanced	Kamura.png	6	4	4	Submission	A			(Technical Style Needed x2)  Focus Attack, Leverage  Ongoing - Your other maneuvers with Focus Attack have Leverage.  Entrers - Try to Submit Opponent.
Katsuyori Shibata Wrestler	Advanced	KatsuyoriShibataWrestler.png	N/a	N/a	3	Wrestler			Katsuyori Shibata Wrestler	(Technical Style)  Leverage  Ongoing - Your Setups have Combo Attack.
Kazuchika Okada Wrestler	Advanced	KazuchikaOkadaWrestler.png	N/a	N/a	6	Wrestler			Kazuchika Okada Wrestler	None, isn't the Momentum enough?
Kenny Omega Manager	Advanced	KennyOmegaManager.png	N/a	N/a	3	Manager			Kenny Omega Manager	Ready Action - Commit : Tuck a card from your hand draw two cards
Kick His Fucking Head In	Advanced	KickHisFuckingHeadIn.png	13	6	6	Maneuver			Blackpool Combat Club	Finisher, Power Attack, Focus Attack. This has all maneuver types and all Targets.
Kick to the Gut	Advanced	KickToTheGut.png	4	4	4	Strike	T	Kick,Setup		Enters - Play a grapple with T:H from Hand or Discard, it gains Pressing.
Kickboxing Jab Combo	Advanced	KickboxingJabCombo.png	2	2	2	Strike	H	Punch		Enters - Stun opponent then Attempt to Front Kick them.
Killshot	Advanced	Killshot.png	16	10*	14	Strike			Tomasso Chaimpa Wrestler	Finisher, Focus Attack  *Double all damage bonuses affecting this card
Knife Edge Chop	Advanced	KnifeEdgeChop.png	0	3	1	Strike	T	Chop		Relentless, Permanent
Konosuke Takeshita Wrestler	Advanced	KonosukeTakeshitaWrestler.png	N/a	N/a	4	Wrestler			Konosuke Takeshita Wrestler	Tie-Up Action - Follow-Up. Discard a maneuver: Play a maneuver with a matching trait or target. That maneuver gains Pressing and Focus/Combo Attack (You may Commit a card with either a matching trait or target to add it's momentum to this card's damage).
Lariat	Advanced	Lariat.png	2	6	6	Strike	T	Lariat		Enters - Stun opponent.
Last Supper	Advanced	LastSupper.png	13	5	5	Grapple	T			Can Reverse any card if it is at least the second card played consecutively. Enters - Try to Pin opponent
Lateral Press	Advanced	LateralPress.png	7	1	2	Grapple	T	Setup		Enters - Try to Pin opponent
Le Champion	Advanced	LeChampion.png	6			Action			Chris Jericho Wrestler	
Lead Hook	Advanced	LeadHook.png	0	2	2	Strike	H	Punch		Ongoing - Your Punches are -1C. Iron Enters - This gains Permanent this turn.
Learning Moment	Advanced	LearningMoment.png	5	0	5	Response				Resilient, Relentless Reverse any maneuver of 4C or less. Special - Can't be played from hand and if this would be put into your Discard from your Ring, put it beneath your draw deck instead.
Lights Go Out	Advanced	LightsGoOut.png	4	0	2	Action				Hidden, Permanent.  Ongoing - Your face down cards have Permanent.  Turned - Play a card with Hidden from your discard face down.
Lights Out	Advanced	LightsOut.png	12	0	2	Action				Ongoing - Your Punches have Sudden and +2M.
Lio Finisher	Advanced	LioFinisher.png				Strike			Lio Rush Wrestler	
Lio Reversal	Advanced	LioReversal.png				Response			Lio Rush Wrestler	
Lio Rush Wrestler	Advanced	LioRushWrestler.png	N/a	N/a	2	Wrestler			Lio Rush Wrestler	
Lionheart	Advanced	Lionheart.png	N/a	N/a		Call Name			Lionheart	Your Starting Draw Deck may contain up to 3C of cards. Your Purchase Deck may contain a additional copy of up to two cards.
Locked Out	Advanced	LockedOut.png	3	0	2	Action				Ongoing - Choose a card in opponent's market. They can't purchase that card.
Long Memory	Advanced	LongMemory.png	4	0	2	Response				Sudden  Play in response to any card. Enters - Choose an applicable resversal in your discard and Tuck that card. If you do, reverse the currently played card.
Loved	Advanced	Loved.png	7	0	2	Action				Relentless. Enters - Opponent Commits a card in their ring and tucks a card from their discard.  Christian Cage - Gain Stamina equal to the Momentum of the committed card.  Patriarch - You may Purchase a card with cost equal to or less than the Momentum of the Tucked card.
Low Effort Kick	Advanced	LowEffortKick.png	2	2	6	Strike	L			(Sloth Style Needed) Enters - Opponent discards a card.  Staggered - They discard two instead.
Maintain Hold	Advanced	MaintainHold.png	7	0	2	Action				Follow-Up - Enters - When played after a Submission Choose one: Attempt the Submission this followed or Try to Submit Opponent using the Followed Submission. Opponent can't use their Wrestler to defend against it.
Make It Rain	Advanced	MakeItRain.png	2	0	3	Action				Sudden, Uses 3  Action - Commit and remove a Use Counter : Tuck a card from your Market, replace.   Okada - Doesn't need to commit.
Man Can't Breath Can't Fight	Advanced	ManCan'tBreathCan'tFight.png	5	0	2	Action				Permanent. Ongoing - Your maneuvers with T:T are +1D.
Man Can't Lift, Can't Fight	Advanced	ManCan'tLift,Can'tFight.png	5	0	2	Action				Permanent. Ongoing - Your maneuvers with T:A are +1D.
Man Can't Stand, Can't Fight	Advanced	ManCan'tStand,Can'tFight.png	5	0	2	Action				Permanent. Ongoing - Your maneuvers with T:L are +1D.
Man Can't Think, Can't Fight	Advanced	ManCan'tThink,Can'tFight.png	5	0	2	Action				Permanent. Ongoing - Your maneuvers with T:H are +1D.
MANAGER	Advanced	Manager.png	N/a	N/a	-	Manager			Manager Manager	THIS CARD IS FOR VISION PLAYTESTING.  This is for standing in your deck for a card you have designed. We're in Vision testing, so make whatever and try it out.
Mandible Claw	Advanced	MandibleClaw.png	16	9	12	Submission		Pop	Mick Foley Wrestler	As you play this you may Commit any number of Pops. This gets +#D, where # is their combined Momentum.  Enters - Try to Submit Opponent. Pops count double and Pops committed adding to damage count.
Marina Action	Advanced	MarinaAction.png	6	0	3	Action			Marina Shafir Wrestler	Ongoing - When your Opponent commits a card for your effect it loses Permanent.  Enters - Opponent commits two cards in their ring, they must choose cards with Permanent if able.
Marina Response	Advanced	MarinaResponse.png	4	0	3	Response			Marina Shafir Wrestler	Reverse any maneuver.  Enters - Stun opponent, twice.
Marina Shafir Wrestler	Advanced	MarinaShafirWrestler.png	N/a	N/a	4	Wrestler			Marina Shafir Wrestler	Tie-Up Action - Commit: Play a maneuver, it gets +2D, gains Pressing and has "Enter - Draw a card"
Mark Davis Wrestler	Advanced	MarkDavisWrestler.png	N/a	N/a	4	Wrestler			Mark Davis Wrestler	Action - Commit and sacrifice a token: draw a card
Maximum Effort	Advanced	MaximumEffort.png	4	0	3	Action				Enters - Play a maneuver from hand. It's Enters abilities trigger an additional time.
Mick Foley Wrestler	Advanced	MickFoleyWrestler.png	N/a	N/a	1	Wrestler			Mick Foley Wrestler	Ongoing - Your Pops are +1D/+1M and have Pressing.
Mike Bailey Manager	Advanced	MikeBaileyManager.png	N/a	N/a	3	Manager			Mike Bailey Manager	Ongoing - Your Strikes are +1D.
Mike Tyson Manager	Advanced	MikeTysonManager.png	N/a	N/a	3	Manager		Boxer	Mike Tyson Manager	Tie-Up Action - Attempt to Punch opponent, it gains "Enters - Stun opponent then Scout"
Mike Tyson Wrestler	Advanced	MikeTysonWrestler.png	N/a	N/a	4	Wrestler		Boxer	Mike Tyson Wrestler	Tie-Up Action - Commit: Play a Punch with cost 5 or less from your Hand, Market, or Discard. It gets +2D and "Enters - Stun opponent then Scout".
Miss A Step	Advanced	MissAStep.png	0	0	1	Action				Enters - Put a -1M Counter on a non-persona card in opponent's ring. You may then Tuck a card from your discard. If you do opponent chooses a card in their ring to also put a -1M Counter on.
MJF Wrestler	Advanced	MjfWrestler.png	N/a	N/a	3	Wrestler			MJF Wrestler	Ongoing - Your Hand is +1.
Mongolian Chop	Advanced	MongolianChop.png	2	4	4	Strike	T	Chop		Sudden, Relentless
Mother's Milk	Advanced	Mother'sMilk.png	15	10	10	Submission	H		Marina Shafir Wrestler	Finisher  This is +1D for each committed card in your opponent's ring.
Mr Brodie Lee Wrestler	Advanced	MrBrodieLeeWrestler.png	N/a	N/a	4	Wrestler			Mr Brodie Lee Wrestler	Tie-Up Action - Commit - Play the top card of your Purchase Deck face down. It gains Permanent this turn and if it is reversed, Tuck it.   Ongoing - Your face down cards have Hidden.
Muscle Buster	Advanced	MuscleBuster.png	20*	14	14	Grapple	H		Samoa Joe Wrestler	*Costs half when played from a location other than your hand (like from being granted Sudden or Relentless, or any other effect that tells you to play by paying)
My Shadow Knows My Story	Advanced	MyShadowKnowsMyStory.png	8	0	3	Action			Tommaso Ciampa Wrestler	Aggressive  Enters - Choose a nonsignature maneuver in your Market, it gains Sudden this turn. You may then Tuck a card from your discard, if you do you may play a maneuver from your hand or discard.
Mysterious	Advanced	Mysterious.png				Boon				Ongoing - Your face down cards get +1D/+1M.
National Championship	Advanced	NationalChampionship.png				Championship			National Championship	After you draw your starting hand you may choose up to three of those cards. Put them beneath your draw deck, then draw that many cards.
Native Beast	Advanced	NativeBeast.png	N/a	N/a	3	Call Name			Native Beast	Your maneuvers with no printed abilities are -2C.
Neck Wrench	Advanced	NeckWrench.png	3	2	3	Submission	H			Focus Attack
No Darby Don't Do It	Advanced	NoDarbyDon'tDoIt.png	6	0	3	Action			Darby Allin Wrestler	Resilient, Relentless, Permanent  Can reverse any Action  Ongoing - Your maneuvers with Resilient or Relentless are +2D. Your hand is +1.
Nope	Advanced	Nope.png	5	0	4	Response			Samoa Joe Wrestler	Reverse any maneuver or action. Ignore any additional costs to play this reversal (this ignores Finisher and Pressing, etc...)
Not on the Level of the Devil	Advanced	NotOnTheLevelOfTheDevil.png	8	0	3	Action				
Nyla Action	Advanced	NylaAction.png	7	0	2	Action			Nyla Rose Wrestler	Permanent  Ongoing - Your cards with no printed abilities gain Pressing.
Nyla Rose Wrestler	Advanced	NylaRoseWrestler.png	N/a	N/a	3	Wrestler			Nyla Rose Wrestler	Ongoing - Your maneuvers with no printed abilities gain 'Enters - Scout'.
Ogogo Reversal	Advanced	OgogoReversal.png	5	2	3	Response			Anthony Ogogo Wrestler	Reverse any maneuver. Enters - You may play a Punch from your Discard or Market with cost less than our equal to the cost of the reversed card.
Oh Shit!	Advanced	OhShit!.png				Response				Reverse any High Risk or Running maneuver, or any maneuver played after an Action
Olympic Bronze Boxer	Advanced	OlympicBronzeBoxer.png	8	0	4	Action			Anthony Ogogo Wrestler	Ongoing - Your Punches have Sudden.
Open Hand Chop	Advanced	OpenHandChop.png	0	2	2	Strike	T	Chop		Relentless. Enters - Stun opponent.
Orange Cassidy Wrestler Front	Advanced	OrangeCassidyWrestlerFront.png	N/a	N/a	2	Wrestler			Orange Cassidy Wrestler	Front: (Sloth Style) Ready Action - Commit: Reveal cards from your draw deck until you reveal a (Sloth) card, put it into your hand. Discard the rest, if none are found just shuffle your draw deck. // Staggered: Flip // Back: (Sloth) Ongoing - Your maneuvers are +1D for each (Sloth) card in your ring.
Oscutter	Advanced	Oscutter.png	8	10	10	Grapple	H	High Risk		Hidden  Enters - Opponent Tucks a card from both their discard and their Market.  Will Ospreay - Turned - Create a Bell Ringer token in opponent's Ring and a 3C Brain Fog token in their Market.
Outside Interference	Advanced	OutsideInterference.png	12	1	2	Response		Assist		Reverse any card.  Special - You may play this from your Market by paying for this and committing your manager.
Outsmart	Advanced	Outsmart.png	6	0	0	Action				Uses 2  Tie-Up Action - Commit and remove a use counter: Play a maneuver, it gains Cunning Attack.
Over Exert	Advanced	OverExert.png	0	0	2	Action				Enters - Draw two cards and lose 2 Stamina.
Overshot Your Mark	Advanced	OvershotYourMark.png	1	0	3	Response				Sudden  Reverse any card that has a damage bonus.  Enters - When played from hand that opponent discards a card.
Owen Hart Tournament Champion	Advanced	OwenHartTournamentChampion.png				Championship			Owen Hart Tournament Champion	After both players have drawn their starting hand, look at opponent's hand.
Pac Action	Advanced	PacAction.png	6	0	3	Action			Pac Wrestler	Aggressive  Enters - You may put a +1M Counter on up to three cards in your ring. Those cards gain Aggressive this turn.
Pac Manager	Advanced	PacManager.png	N/a	N/a	3	Manager			Pac Manager	Aggressive
Pac Reversal	Advanced	PacReversal.png	4	0	3	Response			Pac Wrestler	Aggressive  Reverse any maneuver.
Pac Wrestler	Advanced	PacWrestler.png	N/a	N/a	4	Wrestler			Pac Wrestler	Aggressive
Patient	Advanced	Patient.png	1	0	1	Action				Sudden, Permanent  Ongoing - You are +1 Hold.
Patriarch	Advanced	Patriarch.png	N/a	N/a	2	Call Name			Patriarch	Your Starting deck may contain one copy of the following cards: Devoted, Sacrificing, Respected, and Compassionate.
Paul Wight Wrestler	Advanced	PaulWightWrestler.png	N/a	N/a	4	Wrestler			Paul Wight Wrestler	You may use Resilient abilities from your Market by paying the card's cost and discarding two cards, put the Resilient card into your Discard.
Payback Chop	Advanced	PaybackChop.png	0	2	3	Strike	T			Retaliate - +3D
Persistent Chop	Advanced	PersistentChop.png	2	3	3	Strike	T	Chop		Resilient, Relentless
Poke	Advanced	Poke.png	0	1	2	Strike				Can only be reversed by Block
Power Slap	Advanced	PowerSlap.png	2	3	3	Strike	H			Permanent, Power Attack  Enters - Draw a card.
Powerbomb	Advanced	Powerbomb.png	9	10	10	Grapple	T	Slam		Enters - Create a Winded token in your opponent's ring and a Beast token in your ring. Choose one of those to gain Permanent this turn.
Powerful Grappler	Advanced	PowerfulGrappler.png	6	0	3	Action				Tie-Up Enters - Play a Grapple from hand or discard. If played from hand it gains Power Attack. If reversed being played from discard, put it beneath your draw deck.
Psycho Killer	Advanced	PsychoKiller.png	N/a	N/a		Call Name			Psycho Killer	Your Starting Draw Deck may contain a maneuver with 2C or less, an Action with 2C or less, and up to 3C of other cards.
Punch	Advanced	Punch.png	0	1	3	Strike	H	Punch		
Pyro Misfire	Advanced	PyroMisfire.png	1	0	2	Action				Sudden  Enters - Opponent Tucks a card from their Market. If played from Hand, draw a card.
Quicker than a Hiccup	Advanced	QuickerThanAHiccup.png	3	0	2	Action				Sudden  Enters - You may put any number of cards with Sudden from your discard into your Market. Those cards gain Echo this turn.
Raging Fire	Advanced	RagingFire.png	18	12	16	Grapple	H,T	Suplex,Slam	Konosuke Takeshita Wrestler	Finisher. Focus Attack, Combo Attack. Enters - Draw three cards.
Rainmaker	Advanced	Rainmaker.png	16	12	12	Strike	H	Lariat	Kazuchika Okada Wrestler	Finisher  Enters - You may shuffle your Discard, Market, and Purchase Deck into your Draw Deck. If you don't, your Hand, Hold, and Market are all +2 this turn.
Rainmaker Pose	Advanced	RainmakerPose.png	8	0	3	Action			Kazuchika Okada Wrestler	Enters - Pay X Momentum to look at the top X cards of your Draw Deck, you may Tuck any number of those cards.  Special - If this would be put into your Discard from anywhere shuffle it into your Draw Deck instead.
Rally the Crowd	Advanced	RallyTheCrowd.png	1	0	2	Action		Pop		Permanent, Sturdy
Rapid Pin Attempts	Advanced	RapidPinAttempts.png	10	0	3	Action				Ongoing - Your Pinning Power is +5.  Enters - Try to Pin opponent
Ready Up	Advanced	ReadyUp.png	1	0	2	Action				Sudden. Enters - Uncommit a card
Rear Hook	Advanced	RearHook.png	1	3	4	Strike	H	Punch		Combo Attack
Rear Naked Choke	Advanced	RearNakedChoke.png	12	8	8	Submission	H			Enters - Try to Submit Opponent, your attempt is +2 for each card already committed in your opponent's ring.
Repeated Disrespect	Advanced	RepeatedDisrespect.png	2	2	2	Strike	H			Hidden. Turned - Put a charge counter on this, turn it face down again. This gains Permanent this turn.  Special - This is +1C/+1D for each counter on this.
Repose	Advanced	Repose.png	5	0	3	Response				Hidden. Reverse any Strike. If played from Ring, reverse any maneuver
Respected	Advanced	Respected.png	3	0	3	Action				Ongoing - Your cards played from outside your hand gain Pressing
RESPONSE	Advanced	Response.png	-	-	-	Response				THIS CARD IS FOR VISION PLAYTESTING.  This is for standing in your deck for a card you have designed. We're in Vision testing, so make whatever and try it out.
Rhonda Rousey Wrestler	Advanced	RhondaRouseyWrestler.png	N/a	N/a	4	Wrestler			Rhonda Rousey Wrestler	Tie-Up Action - Commit: Look at the top four cards of your Draw Deck. You may play a Setup from among them, then discard the rest.
Right Here in (Your Town)	Advanced	RightHereIn(YourTown).png	9	0	3	Action		Pop	Mick Foley Wrestler	Uses 1  Ongoing - Your Pops are +1D/+1M and Aggressive.  Action - Commit and remove a Use Counter: Attempt to Get a Cheap Pop.
Ring of Honor Pure Championship	Advanced	RingOfHonorPureChampionship.png				Championship			Ring of Honor Pure Championship	(Technical Style) Leverage
Ring of Honor World Champion	Advanced	RingOfHonorWorldChampion.png				Championship			Ring of Honor World Champion	Distribute two +1M counters amongst the cards in your ring.
Ripcord	Advanced	Ripcord.png	4	0	2	Grapple	A	Setup		Enters - Choose one: Play a maneuver from your Market by paying for it. If it's reversed, Tuck it. OR Attempt to Lariat opponent
Roll Up	Advanced	RollUp.png	9	2	3	Grapple	T			Follow-Up - Try to Pin opponent
Ruby Action	Advanced	RubyAction.png	5	0	3	Action			Ruby Soho Wrestler	Ongoing - Tokens you Attempt have Pressing, Tokens in your ring have Sturdy and Agressive.
Ruby Soho Manager	Advanced	RubySohoManager.png	N/a	N/a	3	Manager			Ruby Soho Manager	Angelo Parker - Your Starting Hand is +1 (this does not effect your hands after your opening hand). Action - Commit : Attempt to Get a Pop.
Ruby Soho Wrestler	Advanced	RubySohoWrestler.png	N/a	N/a	3	Wrestler			Ruby Soho Wrestler	Action - Commit : Attempt to Get a Pop, it gains "Enters - Gain 2 Stamina and Scout".  Ongoing - Your Tokens are +1M.
Running Boot	Advanced	RunningBoot.png	4	9	9	Strike	H	High Risk,Running,Kick		
Running Lariat	Advanced	RunningLariat.png	4	5	5	Strike	T	Running,Lariat		Enters - Stun opponent. Hangman Enters - Scout
Running On Empty	Advanced	RunningOnEmpty.png	5	0	1	Action				Enters - Committed cards with Permanent don't Uncommit as this turn ends.
Sabu Wrestler	Advanced	SabuWrestler.png	N/a	N/a	1	Wrestler			Sabu Wrestler	Aggressive  Trigger - When you lose Stamina from your effect, put a +1M Counter on this.
Sacrificing	Advanced	Sacrificing.png	2	0	3	Action				Enters - Put a card from your ring into your Discard. Each player loses Stamina equal to its Momentum, you may also Tuck cards from your discard equal to its cost.
Salt Of the Earth	Advanced	SaltOfTheEarth.png	19	15	15	Submission	A		MJF Wrestler	Finisher  Ongoing - Opponent's Hand and Hold are -1.
Samoa Joe Wrestler	Advanced	SamoaJoeWrestler.png	N/a	N/a	4	Wrestler			Samoa Joe Wrestler	Tie-Up Action - Commit and discard a card : Give up to two cards in your Market Sudden this turn.
Samoan Drop	Advanced	SamoanDrop.png	3	6	6	Grapple	T			This is +1D for each maneuver type in your ring (Strike, Grapple, Submission)
Samoan Submission Machine	Advanced	SamoanSubmissionMachine.png	N/a	N/a	2	Call Name			Samoan Submission Machine	Your Starting Draw Deck may include one copy of the card Sleeper and up to 3 cost worth of other cards.
School Boy	Advanced	SchoolBoy.png	11	3	3	Grapple	T			Can Reverse any maneuver with an Enters ability. Enters - Try to Pin opponent.
Scoop Slam	Advanced	ScoopSlam.png	0	2	2	Grapple	T	Slam		Enters - Put two -1M counters on a non-persona card. If that has 0M it's put into its owners discard pile.
Scorpion Deathlock	Advanced	ScorpionDeathlock.png	10	10	10	Submission	L			Focus Attack
Seize the Initiative	Advanced	SeizeTheInitiative.png	4	0	3	Response				Reverse any Action or Strike
Selfless	Advanced	Selfless.png	8	0	4	Action				Ongoing - Opponent's Hand, Hold, and Market are all +1.  Enters - Draw three cards and gain 3 Stamina.
Shake	Advanced	Shake.png	0	1	2	Grapple				Can only be reversed by Break Free
Shake It Off	Advanced	ShakeItOff.png	2	0	2	Action				Ongoing - Choose a card in opponent's ring. That card loses all abilities.
Shane Taylor Promotions	Advanced	ShaneTaylorPromotions.png	N/a	N/a	2	Faction			Shane Taylor Promotions	Flip - Create a Violent token in your ring.
Sharp Tongue	Advanced	SharpTongue.png	6	0	2	Action				Ongoing - Your Actions are +1D.
Shoryuken	Advanced	Shoryuken.png	8	4	4	Strike	H	High Risk,Punch		Combo Attack, Focus Attack
Shoulder Capture Suplex	Advanced	ShoulderCaptureSuplex.png	8	6	4	Grapple	A	Suplex		Can Reverse any Kick
Shut the Fuck Up	Advanced	ShutTheFuckUp.png	3	0	2	Response				Permanent, Relentless. Reverse any Action.  Enters - If played from hand you may have this lose Permanent.
Side Kick	Advanced	SideKick.png	2	6	6	Strike	T	Kick		
Side Slam	Advanced	SideSlam.png	8	6	4	Grapple	T	Slam		Choose three non-persona cards in an opponent's ring. Put three -1M counters on one, two on another, and one on the third. If any of those are 0M they're put into owners discard pile.
Sidewalk Slam	Advanced	SidewalkSlam.png	4	4	4	Grapple	T	Slam		Enters - Put two -1M counters on a non-persona card, then put a -1M Counter on another non-persona card. If either of them has 0M it's put into its owners discard pile.
Sisters Finisher	Advanced	SistersFinisher.png	12	10	10	Strike,Grapple	H, T, A, L	Tag Team	Sisters of Sin Wrestler	Hidden  Turned - This has Focus Attack and Sneak Attack when played from your ring.
Sisters of Sin Wrestler	Advanced	SistersOfSinWrestler.png	N/a	N/a	3	Wrestler		Tag Team	Sisters of Sin Wrestler	Ongoing - Your face down cards have Permanent and Hidden.  Ongoing - Cards played from your ring are - 2C.
Skilled Boxer	Advanced	SkilledBoxer.png	3	0	2	Action				Enters - You may purchase a Punch from your Market.  Ongoing - Your Punches are -1C.
Slip	Advanced	Slip.png	2	0	3	Response				Sudden  Reverse any Strike.  Enters - If it is a Punch, Lariat, or Kick, draw a card
Small Package	Advanced	SmallPackage.png	12	3	4	Grapple	T			Hidden  Enters - Stun opponent  Turned - Try to Pin opponent
Smile Anyway	Advanced	SmileAnyway.png	5	0	2	Response			Willow Nightingale Wrestler	Reverse any card.  Ongoing - Your Hold is +1.  Enters - Opponent must pay Momentum equal your Hold.
Smoke Break	Advanced	SmokeBreak.png	4	0	2	Action			The Rascalz Wrestler	Sudden, Relentless  Ongoing - Each player is Hand is +1.  Enters - Draw a card.
Snap Dragon Suplex	Advanced	SnapDragonSuplex.png	6	6	6	Grapple	H	Suplex		Sudden. Kenny Omega - Cost -2.
Snap Leg Kick	Advanced	SnapLegKick.png	0	3	2	Strike	L	Kick		Ongoing - Your Kicks are -1C. Speedball Enters - This gains Permanent this turn.
Sneak Through the Crowd	Advanced	SneakThroughTheCrowd.png	2	0	2	Action				Hidden  Enters - You may look at the top three cards of your Draw Deck, you may play one of them facedown, that maneuver has Pressing and Permanent this turn.
Sniper	Advanced	Sniper.png	1	0	3	Action				Enters - Choose a Strike in your discard pile. If this is the Tie-Up phase and it has T:H you may play that card. Otherwise put it beneath your draw deck and draw a card.
Sound the Alarm	Advanced	SoundTheAlarm.png	7	0	1	Response			The Rascalz Wrestler	Reverse any maneuver or Action.  Ongoing - Your Hand and Hold are +1.
Speedball	Advanced	Speedball.png	N/a	N/a	3	Call Name			Speedball	Your Starting Draw Deck may contain up to 4 cost of Kicks, and 3 cost of other cards
Spit at Opponent	Advanced	SpitAtOpponent.png	4	0	2	Action				Cycling. Ready Enters - Opponent chooses one: Discard a Response or pay 4M and lose 4 Stamina
Sprawl	Advanced	Sprawl.png	3	0	2	Response				(Technical Style Needed x2) Reverse any maneuver or Action of 6C or less.
Spray Mist	Advanced	SprayMist.png	4	0	3	Action				Hidden  Enters - Opponent discards a card.  Turned - Create a Blinded token in Opponent's Ring.
Staggering Chop	Advanced	StaggeringChop.png	0	3	3	Strike	T	Chop		Enters - Create a Wear Down token attached to a card in opponent's ring.
Standing Heel Lock	Advanced	StandingHeelLock.png	0	3	1	Submission	L			Ongoing - Choose a card in your opponent's ring. That card is -2M.
Steal the Mic	Advanced	StealTheMic.png	2	0	1	Response				Sudden.  Reverse any Action.  Enters - Choose one - Attempt to Anger the Crowd or Attempt to Rally the Crowd
Stiff Chop	Advanced	StiffChop.png	0	5	5	Strike		Chop		(Strong Style Needed)  (Strong Style)
Stiff Forearm	Advanced	StiffForearm.png	0	4	2	Strike	H			(Strong Style) Pressing
Sting Manager	Advanced	StingManager.png	N/a	N/a	3	Manager			Sting Manager	Response - Commit, Pay 2M, and discard a card: Reduce the damage of a opponent's maneuver by the discarded Momentum.
STRIKE	Advanced	Strike.png	-	-	-	Strike				THIS CARD IS FOR VISION PLAYTESTING.  This is for standing in your deck for a card you have designed. We're in Vision testing, so make whatever and try it out.
Strong Chop	Advanced	StrongChop.png	3	5	5	Strike	T	Chop		(Strong Style Needed) (Strong Style)  Pressing  Enters - Stun opponent twice.
Study the Tapes	Advanced	StudyTheTapes.png	3	0	2	Action				Permanent. Enters - Search your Purchase Deck for a Reversal card and put it in your Market.
Stuff	Advanced	Stuff.png	2	0	3	Response				Sudden  Reverse any Grapple or Setup. If it's a Slam, Suplex, DDT, or Setup draw a card
Stumble	Advanced	Stumble.png	0	0	3	Response				Resilient  Reverse any maneuver of 2M or less.
Stundog Millionaire	Advanced	StundogMillionaire.png	8	6	6	Grapple	H			Cunning Attack  Can Reverse High Risks, Suplexes, and Slams  Orange Cassidy - Can reverse any card that can beat you (Damage more than your Stamina, has Enters - Try to Pin Opponent, or Submit, or Knockout, or Passout)
Stunner	Advanced	Stunner.png	14	10	12	Grapple	H			Focus Attack  Follow Up - Has Sudden and Relentless if being played after a Kick.  Enters - Stun opponent, twice.
Styles Clash	Advanced	StylesClash.png	12	6	10	Grapple	T			Resilient
SUBMISSION	Advanced	Submission.png	-	-	-	Submission				THIS CARD IS FOR VISION PLAYTESTING.  This is for standing in your deck for a card you have designed. We're in Vision testing, so make whatever and try it out.
Sucker Punch	Advanced	SuckerPunch.png	4	4	4	Strike	H	Punch		Sudden, Focus Attack
Sunglasses	Advanced	Sunglasses.png	6	0	4	Action		Item		(Sloth Style) Ready Enters - Draw three cards then discard a card.   Staggered - Your (Slothx2 needed) cards have Relentless.
Suplex	Advanced	Suplex.png	0	4	3	Grapple	T	Suplex		
Survive If I Let You	Advanced	SurviveIfILetYou.png	5	0	3	Response		Suplex	Taz Wrestler	Combo Attack.  Reverse any card. Enters - Attempt to Suplex opponent.
Sweep	Advanced	Sweep.png	4	2	3	Strike	L	Kick,Setup		Enters - Play a High Risk from your discard by paying for it.   Capitalize - The High Risk may come from your Market.
Swift Chop	Advanced	SwiftChop.png	1	3	3	Strike	T	Chop		Sudden. Special - When this enters your Market it gains Echo this turn
T-Bone Suplex	Advanced	T-boneSuplex.png	8	6	4	Grapple	T	Suplex		Can Reverse any Punch
Taekwondo Head Kick	Advanced	TaekwondoHeadKick.png	5	4	4	Strike	H	Kick		Sudden, Permanent
Talk to Yourself	Advanced	TalkToYourself.png	6	0	2	Action		Setup		Uses 2  Enters - Create a Frightened token in Opponent's Ring. Then choose two cards from your discard and put them into this card.   Tie-Up Action - Commit and remove a Use Counter from this: Play one of the cards on this face down.
Tarantula	Advanced	Tarantula.png	2	5	5	Submission	-			Illegal, Rope Break, Resilient
Taz Wrestler	Advanced	TazWrestler.png	N/a	N/a	4	Wrestler			Taz Wrestler	Tie-Up Action - Commit: Attempt to Suplex opponent.
Tazmission	Advanced	Tazmission.png	18	13	13	Submission	H		Taz Wrestler	Finisher.  Enters - Try to Submit Opponent, any Suplex can add to this.
TBS Championship	Advanced	TbsChampionship.png				Championship			TBS Championship	After you set up your Market. Search your Purchase Deck for a card that costs 3 or less and add it to your Market.
Textbook Headlock	Advanced	TextbookHeadlock.png	0	3	3	Submission	H			(Technical Style)  Leverage (Passively adds 1 to tries to Pin or Submit an opponent)
Textbook Suplex	Advanced	TextbookSuplex.png	4	4	4	Grapple	T	Suplex		(Technical Style Needed x2) Can reverse any non technical card with style
